p_lo,p_hi,theta_lo,theta_hi,threshold,n_label,eff_K,C_pi,C_p,n_accepted
0.5,1.4,25.0,35.0,0.37,239055,0.957279080363858,0.06794128966048063,0.0075142546158992645,200286
0.5,1.4,25.0,35.0,0.38,239055,0.9564775827710956,0.06732581045779625,0.007482544064982094,199932
0.5,1.4,25.0,35.0,0.39,239055,0.9556925543069517,0.06679746340103672,0.0074345345149767796,199609
0.5,1.4,25.0,35.0,0.4,239055,0.9548306699092551,0.0663077146062711,0.007396368052105757,199287
0.5,1.4,25.0,35.0,0.41000000000000003,239055,0.9540181928974139,0.06571293399137662,0.007353865177462891,198943
0.5,1.4,25.0,35.0,0.42000000000000004,239055,0.9532770821095856,0.06525776359065731,0.00729974778112839,198637
0.5,1.4,25.0,35.0,0.43,239055,0.9523218726497181,0.06478481435756991,0.007241699277847259,198296
0.5,1.4,25.0,35.0,0.44,239055,0.9515093956378768,0.06432161346570144,0.007217499785343778,197991
0.5,1.4,25.0,35.0,0.45,239055,0.950609083273404,0.06382725660654816,0.007164432841031557,197643
0.5,1.4,25.0,35.0,0.46,239055,0.9498020959711022,0.06327489686088943,0.007120846595171002,197308
0.5,1.4,25.0,35.0,0.47000000000000003,239055,0.9489182527352478,0.062761279408336,0.007082440624270179,196966
0.5,1.4,25.0,35.0,0.48000000000000004,239055,0.9480234300803144,0.06220607561391504,0.007049524691138249,196609
0.5,1.4,25.0,35.0,0.49,239055,0.9470243029441312,0.06170146802064693,0.006961006135469536,196236
0.5,1.4,25.0,35.0,0.5,239055,0.9459373404553165,0.06119035425134302,0.006887924431963237,195850
0.5,1.4,25.0,35.0,0.51,239055,0.9448778265141992,0.06066047054842741,0.00683466854926998,195474
0.5,1.4,25.0,35.0,0.52,239055,0.9437524360586081,0.06008649393394313,0.006782250292205795,195068
0.5,1.4,25.0,35.0,0.53,239055,0.9425282308313068,0.059655387716204225,0.006728852910357297,194684
0.5,1.4,25.0,35.0,0.54,239055,0.9413424535707816,0.059091432867106004,0.006665191231799396,194293
0.5,1.4,25.0,35.0,0.55,239055,0.9399261085095988,0.05858548091779338,0.006602430519735077,193868
0.5,1.4,25.0,35.0,0.56,239055,0.9386360267678238,0.058147925767198974,0.006544326699405531,193450
0.5,1.4,25.0,35.0,0.5700000000000001,239055,0.9372141919971014,0.05751872850431432,0.0065081766741973595,192988
0.5,1.4,25.0,35.0,0.5800000000000001,239055,0.9358472543217738,0.05704534643169272,0.0064496027418601025,192570
