p_lo,p_hi,theta_lo,theta_hi,threshold,n_label,eff_K,C_pi,C_p,n_accepted
0.5,1.4,25.0,35.0,0.17,239055,0.9725240037549613,0.08495307358949593,0.00989839115349188,209529
0.5,1.4,25.0,35.0,0.18000000000000002,239055,0.9716072222618701,0.08360991016646387,0.009642361277349548,208870
0.5,1.4,25.0,35.0,0.19,239055,0.9706300539638447,0.0823887816321023,0.00945992019092712,208247
0.5,1.4,25.0,35.0,0.2,239055,0.9692576265789777,0.07993788399105779,0.009256621357348078,207095
0.5,1.4,25.0,35.0,0.21000000000000002,239055,0.968346334795426,0.07903681388391436,0.00914020139426801,206560
0.5,1.4,25.0,35.0,0.22,239055,0.9675887548789793,0.0783377606726767,0.00899830220713073,206150
0.5,1.4,25.0,35.0,0.23,239055,0.9667707881575985,0.07745257764902484,0.008857990179396178,205690
0.5,1.4,25.0,35.0,0.24000000000000002,239055,0.9657771507309548,0.0761794236262813,0.008756490577996635,205105
0.5,1.4,25.0,35.0,0.25,239055,0.9648713486569426,0.07485972355275763,0.008640006262292195,204398
0.5,1.4,25.0,35.0,0.26,239055,0.9642949291552984,0.07431122072556336,0.008465063843344852,204015
0.5,1.4,25.0,35.0,0.27,239055,0.9636745919773385,0.07374497409217066,0.008312058130400628,203680
0.5,1.4,25.0,35.0,0.28,239055,0.9629609297372076,0.07294876199032846,0.008191720704143583,203254
0.5,1.4,25.0,35.0,0.29000000000000004,239055,0.9618629878293139,0.07199000021185992,0.008087237559519404,202665
0.5,1.4,25.0,35.0,0.3,239055,0.9606607414401704,0.07071356122118433,0.008020437262357414,201984
0.5,1.4,25.0,35.0,0.31,239055,0.9600019762954342,0.07025472254860783,0.007957678043749876,201692
0.5,1.4,25.0,35.0,0.32,239055,0.9593816391174743,0.06977734485199794,0.007810599176734047,201393
0.5,1.4,25.0,35.0,0.33,239055,0.9588710961303037,0.06936585573777479,0.007710395362826051,201157
0.5,1.4,25.0,35.0,0.34,239055,0.9578884381227389,0.0683240426304436,0.007641235756796363,200622
0.5,1.4,25.0,35.0,0.35000000000000003,239055,0.9572461421066212,0.0679733601299923,0.007571069232611994,200368
0.5,1.4,25.0,35.0,0.36000000000000004,239055,0.9562964223562931,0.0670429957796868,0.0074642919678815315,199885
0.5,1.4,25.0,35.0,0.37,239055,0.9556760851783332,0.06665844583364608,0.007398798759686816,199627
0.5,1.4,25.0,35.0,0.38,239055,0.9548745875855709,0.06597897178696852,0.007347368949336278,199255
0.5,1.4,25.0,35.0,0.39,239055,0.9541664150549795,0.06552256219186331,0.00727256278679379,198967
0.5,1.4,25.0,35.0,0.4,239055,0.9535954852628747,0.06518205986502922,0.007225993448298419,198727
0.5,1.4,25.0,35.0,0.41000000000000003,239055,0.9530794525661648,0.06486763082060812,0.00716909079001063,198491
0.5,1.4,25.0,35.0,0.42000000000000004,239055,0.9525304816122179,0.06455473728475465,0.0070918408522314584,198256
0.5,1.4,25.0,35.0,0.43,239055,0.9519375929819553,0.06425414573338874,0.007059429489024557,198033
0.5,1.4,25.0,35.0,0.44,239055,0.951300786675377,0.06396080570845195,0.007027051621024534,197807
0.5,1.4,25.0,35.0,0.45,239055,0.9499722769668257,0.06308676867101971,0.006946627589773753,197218
0.5,1.4,25.0,35.0,0.46,239055,0.9493574294984053,0.06271882757200307,0.006899352709734738,196975
0.5,1.4,25.0,35.0,0.47000000000000003,239055,0.948462606843472,0.062306310413512006,0.006833990969369076,196664
0.5,1.4,25.0,35.0,0.48000000000000004,239055,0.947842269665512,0.06192680488546964,0.0067721699458226405,196392
0.5,1.4,25.0,35.0,0.49,239055,0.9466839409526842,0.061344350277873036,0.006746240323329642,195961
0.5,1.4,25.0,35.0,0.5,239055,0.9459702787125533,0.06100930179333344,0.0066937482435298025,195705
0.5,1.4,25.0,35.0,0.51,239055,0.9450534972194621,0.060547354634505716,0.00665335994677312,195390
0.5,1.4,25.0,35.0,0.52,239055,0.9445045262655153,0.06031361111566253,0.006589228711821158,195167
0.5,1.4,25.0,35.0,0.53,239055,0.9437359669299897,0.06007206241764491,0.006576618633068798,194933
0.5,1.4,25.0,35.0,0.54,239055,0.9429783870135431,0.05974185213973703,0.006554749625002568,194668
0.5,1.4,25.0,35.0,0.55,239055,0.9421768894207807,0.05943410185728143,0.006507168173003225,194401
0.5,1.4,25.0,35.0,0.56,239055,0.9412107005418343,0.05901659138433506,0.0064761100062854845,194098
0.5,1.4,25.0,35.0,0.5700000000000001,239055,0.9403652852727562,0.05873561007775366,0.006454408964972836,193821
0.5,1.4,25.0,35.0,0.5800000000000001,239055,0.9383615412908503,0.057748598455406905,0.006390835314285122,193089
0.5,1.4,25.0,35.0,0.59,239055,0.9375325951503906,0.05747951102403488,0.0063116841357349195,192817
0.5,1.4,25.0,35.0,0.6,239055,0.9364621017901943,0.05713511900155868,0.006280584733347879,192498
